,2.72379,0.179559,-1,0.00666487,0.00224613,155.54,1,2212,1,1,
,2.71638,0.171794,-1,-0.694705,0.343459,0.112993,1,11,1,0,
,0.426528,-2.56025,-1,0.551882,0.713146,19.592,1,2112,1,1,
,-1.95326,-2.84104,-1,-0.953209,0.210482,31.599,1,2212,1,0,
,0.277141,-3.61805,-1,0.591166,-0.498727,45.2568,1,2112,1,0,
,1.44841,1.48436,-1,-0.00636613,0.0174455,159.481,1,2212,1,1,
,0.316546,-2.09586,-1,0.00628581,-0.0187668,154.031,1,2212,1,1,
,0.782006,-0.0269587,-1,0.000661773,-0.0136181,157.47,1,2212,1,1,
,-2.32051,-0.0155791,-1,-0.00303443,0.00364516,156.309,1,2212,1,1,
,-4.28412,-0.705894,-1,-0.00254161,-0.0110384,156.572,1,2212,1,1,
,1.62713,3.03694,-1,-0.00950664,0.00314055,155.616,1,2212,1,1,
,2.88819,-0.146308,-1,0.0166549,-0.038512,160.803,1,2212,1,1,
,1.36764,2.01079,-1,0.00484242,0.00337731,158.401,1,2212,1,1,
,-2.55363,3.41262,-1,-0.0112009,0.011731,156.163,1,2212,1,1,
,2.02283,1.54838,-1,0.00647555,0.00165438,156.458,1,2212,1,1,
,1.60021,1.59279,-1,0.00296389,0.00465883,158.786,1,2212,1,1,
,-1.25314,0.514598,-1,0.00112769,-0.00362422,157.196,1,2212,1,1,
,-1.94399,1.41406,-1,-0.00963616,0.0157914,156.579,1,2212,1,1,
,2.76859,-0.665786,-1,-0.0087282,-0.00932753,155.919,1,2212,1,1,
,2.42866,-1.94395,-1,-0.0268187,-0.00685782,156.828,1,2212,1,1,
,2.17478,3.61041,-1,0.000608793,0.0113026,156.855,1,2212,1,1,
,-3.37206,0.883259,-1,0.0132759,-0.00976039,154.512,1,2212,1,1,
,-2.4582,0.0311025,-1,0.0254943,0.00908318,154.142,1,2212,1,1,
,8.99904,-3.15905,-1,0.0284947,-0.00678624,154.512,1,2212,1,1,
,-1.62501,-0.279276,-1,-0.00138043,0.000565092,155.825,1,2212,1,1,
,-0.392144,0.783068,-1,0.0221709,-4.21732e-05,159.643,1,2212,1,1,
,0.659952,0.812326,-1,-0.000411343,0.00130884,157.449,1,2212,1,1,
,-2.90972,1.36314,-1,-0.0113533,0.0172318,155.951,1,2212,1,1,
,-2.91042,1.3616,-1,0.541402,-0.503361,0.0581575,1,11,1,0,
,-0.462884,0.977812,-1,-0.00307549,0.00631638,157.002,1,2212,1,1,
,-4.07954,-7.95329,-1,-0.0200788,-0.0219369,157.218,1,2212,1,1,
,-3.503,-1.65195,-1,-0.012343,-0.00716875,156.097,1,2212,1,1,
,0.738253,1.36615,-1,-0.00639025,0.015418,155.358,1,2212,1,1,
,3.42314,0.865973,-1,0.00613546,0.00424944,154.768,1,2212,1,1,
,1.32381,-3.9581,-1,0.00865532,0.00175023,156.052,1,2212,1,1,
,0.617403,-3.74026,-1,0.0159517,-0.00653876,155.794,1,2212,1,1,
,0.618015,-3.73724,-1,0.191712,0.674744,0.303246,1,11,1,0,
,-3.87316,1.28844,-1,-0.0136784,0.00406223,157.502,1,2212,1,1,
,-2.53616,1.47164,-1,-0.0400121,0.0135669,154.794,1,2212,1,1,
,-2.12917,-1.06313,-1,-0.0005814,0.00195924,156.003,1,2212,1,1,
,1.62207,-0.0508182,-1,-0.0155372,-0.00156915,155.96,1,2212,1,1,
,-2.24492,0.109823,-1,-0.00530816,0.0058288,155.602,1,2212,1,1,
,2.3096,-1.48872,-1,0.00811529,0.00250783,156.685,1,2212,1,1,
,-3.87142,0.903895,-1,-0.0113994,0.00221293,158.862,1,2212,1,1,
,0.785153,2.2712,-1,0.0106761,-0.00929001,153.735,1,2212,1,1,
,0.812015,-1.87928,-1,-0.00388522,0.00550193,159.047,1,2212,1,1,
,-2.58587,-0.963925,-1,-0.00635663,0.00330978,156.935,1,2212,1,1,
,-2.55392,4.51009,-1,0.0018126,0.0101136,157.25,1,2212,1,1,
,-0.328115,-1.78581,-1,-0.0123503,-0.00946869,156.845,1,2212,1,1,
,-0.126794,0.517119,-1,0.00368789,-0.000156649,157.758,1,2212,1,1,
,-2.86243,-3.38172,-1,0.00265007,-0.00514618,156.944,1,2212,1,1,
,0.29306,3.57751,-1,0.00125166,0.00655001,156.436,1,2212,1,1,
,-0.623389,1.7735,-1,-0.198186,0.173441,5.37037,1,22,1,1,
,-0.385868,2.4056,-1,0.073801,0.703722,122.093,1,2212,1,0,
,-5.10342,-2.02216,-1,-0.0210597,-0.0102793,153.405,1,2212,1,1,
,-2.87284,0.0275901,-1,-0.0178402,0.00799929,156.181,1,2212,1,1,
,-2.84058,-4.05516,-1,-0.0061685,-0.0192943,155.285,1,2212,1,1,
,-2.83371,-4.06315,-1,0.46637,-0.174927,0.235845,1,11,1,0,
,-3.21123,3.20008,-1,-0.000545286,0.0338556,153.576,1,2212,1,1,
,2.74404,-2.32851,-1,0.0117068,-0.0079994,155.356,1,2212,1,1,
,0.645128,1.69265,-1,0.00270137,-0.00449631,155.501,1,2212,1,1,
